name,Wayde van Niekerk,Michael Johnson,Harry Reynolds,Jeremy Wariner,Michael Norman,Steven Gardiner,Quincy Watts,Fred Kerley,LaShawn Merritt,Isaac Makwala,Kirani James,Danny Everett,Randolph Ross,Steve Lewis,Youssef Al-Masrahi,Anthony Zambrano,Akeem Bloomfield,Machel Cedenio,Baboloki Thebe,Michael Cherry,Angelo Taylor,Abdalelah Haroun,Alvin Harrison,Jerome Young,Gary Kikaya,Luguelin Santos,Derek Mills,Nathon Allen,Roberto Hernández,Anthuan Maybank,Otis Harris,Innocent Egbunike,Samson Kitur,Ian Morris,Gil Roberts,Bryce Deadmon,Tony McQuay,Trevor Stewart,Alberto Juantorena,Matthew Hudson-Smith,Vernon Norwood,Alonzo Babers,Antonio Pettigrew,Darold Williamson,Andrew Valmon,Tyree Washington,Derrick Brew,Sanderlei Claro Parrela,Nathan Strother,Gabriel Tiacoh,Alejandro Cárdenas,Thomas Schönlebe,Darnell Hall,Andrew Rock,Iwan Thomas,Deon Lendore,Roger Black,Davis Kamoga,Mark Richardson,Darren Clark,Bralon Taplin,Christopher Brown,Jermaine Gonzáles,David Verburg,Jonathan Borlée,Paul Dedewo,Jonathan Jones,Tyler Christopher,Darrell Robinson,Avard Moncur,Leonard Byrd,Martyn Rooney,Leslie Djhoné,Demish Gaye,Michael Franks,Alleyne Francique,Wilbert London,Roddie Haley,Liemarvin Bonevacia,Roxbert Martin,Derek Redmond,Bert Cameron,Javon Francis,Bryshon Nellum,Jerome Davis,Lalonde Gordon,Renny Quow,Ricardo Chambers,Rabah Yousif,Mohamed Al Malky,Gregory Haughton,Kévin Borlée,Jamie Baulch,Raymond Pierre,Hendrik Mokganyetsi,Michael Blackwood,Nery Brenes,David Neville,Sunday Bada,Kelly Willie,Michael McDonald,Calvin Harrison,Brandon Simpson,Ibrahim Ismail,Ingo Schultz,Milton Campbell,Sunder Nix,Antonio McKay,Eric Milazar,Tim Simon,Willie Smith,Clarence Daniel,Michael Berry,Walter McCoy,Jason Rouser,Kennedy Ochieng,Tabarie Henry,Demetrius Pinder,Pavel Maslák,Danny McCray,Davian Clarke,Jens Carlowitz,Harald Schmid
2010,,4355.7,4397.7,4380.599999999999,,,4404.9,,4403.099999999999,,,4418.7,,4423.800000000001,,,,,,,4448.8,,4434.6,4460.700000000001,4451.3,,4453.5,,4441.199999999999,4469.3,4482.9,4444.8,4440.0,4471.599999999999,,,,,4475.6,,,4492.0,4455.0,4462.099999999999,4450.400000000001,4437.5,4469.3,4464.7,,4458.9,4483.300000000001,4464.700000000001,4467.999999999999,4468.099999999999,4447.9,,4456.499999999999,4461.2,4449.599999999999,4474.4,,4455.6,4474.1,,,,,4473.6,4475.8,4473.3,4486.499999999999,,4476.9,,4482.5,4464.099999999999,,4472.799999999999,,4483.599999999999,4488.699999999999,4469.2,,,4496.799999999999,,4489.399999999999,4474.7,,4495.4,4466.299999999999,,4486.9,4499.1,4492.3,4474.1,,4492.199999999999,4484.900000000001,4496.599999999999,4476.6,4480.599999999999,4481.1,4487.599999999999,4500.2,4495.0,4495.9,4476.3,4493.900000000001,4483.899999999999,4502.3,4501.100000000001,,4495.5,4499.900000000001,4499.3,,,,4500.1,4496.0,4499.2,4510.5
2011,,4355.7,4397.7,4380.599999999999,,,4404.9,,4403.099999999999,,4488.500000000001,4418.7,,4423.800000000001,,,,,,,4448.8,,4434.6,4460.700000000001,4451.3,,4453.5,,4441.199999999999,4469.3,4482.9,4444.8,4440.0,4471.599999999999,,,,,4475.6,,,4492.0,4455.0,4462.099999999999,4450.400000000001,4437.5,4469.3,4464.7,,4458.9,4483.300000000001,4464.700000000001,4467.999999999999,4468.099999999999,4447.9,,4456.499999999999,4461.2,4449.599999999999,4474.4,,4455.6,4471.400000000001,,4491.0,,,4473.6,4475.8,4473.3,4486.499999999999,,4476.9,,4482.5,4464.099999999999,,4472.799999999999,,4483.599999999999,4488.699999999999,4469.2,,,4496.799999999999,,4487.3,4474.7,,4495.4,4466.299999999999,,4486.9,4499.1,4492.3,4474.1,,4492.199999999999,4484.900000000001,4496.599999999999,4476.6,4480.599999999999,4481.1,4487.599999999999,4500.2,4495.0,4495.9,4476.3,4493.900000000001,4483.899999999999,4502.3,4501.100000000001,,4495.5,4499.900000000001,4499.3,,,,4500.1,4496.0,4499.2,4510.5
2012,,4355.7,4397.7,4380.599999999999,,,4404.9,,4402.2,,4452.599999999999,4418.7,,4423.800000000001,,,,,,,4448.8,,4434.6,4460.700000000001,4451.3,4482.6,4453.5,,4441.199999999999,4469.3,4482.9,4444.8,4440.0,4471.599999999999,,,,,4475.6,,,4492.0,4455.0,4462.099999999999,4450.400000000001,4437.5,4469.3,4464.7,,4458.9,4483.300000000001,4464.700000000001,4467.999999999999,4468.099999999999,4447.9,,4456.499999999999,4461.2,4449.599999999999,4474.4,,4455.0,4471.400000000001,,4478.6,,,4473.6,4475.8,4473.3,4486.499999999999,4490.099999999999,4476.9,,4482.5,4464.099999999999,,4472.799999999999,,4483.599999999999,4488.699999999999,4469.2,,,4496.799999999999,,4487.3,4474.7,,4495.4,4466.299999999999,4478.2,4486.9,4499.1,4492.3,4474.1,,4492.199999999999,4484.900000000001,4496.599999999999,4476.6,4480.599999999999,4481.1,4487.599999999999,4500.2,4495.0,4495.9,4476.3,4493.900000000001,4483.899999999999,4502.3,4501.100000000001,,4495.5,4499.900000000001,4499.3,4505.499999999999,4493.400000000001,,4500.1,4496.0,4499.2,4510.5
2013,,4355.7,4397.7,4380.599999999999,,,4404.9,,4397.900000000001,,4429.0,4418.7,,4423.800000000001,,,,,,,4448.8,,4434.6,4460.700000000001,4451.3,4471.5,4453.5,,4441.199999999999,4469.3,4482.9,4444.8,4440.0,4471.599999999999,,,4465.700000000001,,4475.6,,,4492.0,4455.0,4462.099999999999,4450.400000000001,4437.5,4469.3,4464.7,,4458.9,4483.300000000001,4464.700000000001,4467.999999999999,4468.099999999999,4447.9,,4456.499999999999,4461.2,4449.599999999999,4474.4,,4455.0,4471.400000000001,,4473.400000000001,,,4473.6,4475.8,4473.3,4486.499999999999,4490.099999999999,4476.9,,4482.5,4464.099999999999,,4472.799999999999,,4483.599999999999,4488.699999999999,4469.2,,,4496.799999999999,,4487.3,4474.7,,4495.4,4466.299999999999,4476.1,4486.9,4499.1,4492.3,4474.1,,4492.199999999999,4484.900000000001,4496.599999999999,4476.6,4480.599999999999,4481.1,4487.599999999999,4500.2,4495.0,4495.9,4476.3,4493.900000000001,4483.899999999999,4502.3,4501.100000000001,,4495.5,4499.900000000001,4499.3,4505.499999999999,4493.400000000001,,4500.1,4496.0,4499.2,4510.5
2014,,4355.7,4397.7,4380.599999999999,,,4404.9,,4394.700000000001,4476.000000000001,4413.1,4418.7,,4423.800000000001,4472.6,,,,,,4448.8,,4434.6,4460.700000000001,4451.3,4465.599999999999,4453.5,,4441.199999999999,4469.3,4482.9,4444.8,4440.0,4471.599999999999,4485.8,,4465.700000000001,,4475.6,,,4492.0,4455.0,4462.099999999999,4450.400000000001,4437.5,4469.3,4464.7,,4458.9,4483.300000000001,4464.700000000001,4467.999999999999,4468.099999999999,4447.9,4498.200000000001,4456.499999999999,4461.2,4449.599999999999,4474.4,,4453.400000000001,4471.400000000001,4505.0,4473.400000000001,,,4473.6,4475.8,4473.3,4486.499999999999,4487.2,4476.9,,4482.5,4464.099999999999,,4472.799999999999,,4483.599999999999,4488.699999999999,4469.2,,,4496.799999999999,,4487.3,4474.7,,4495.4,4466.299999999999,4476.1,4486.9,4499.1,4492.3,4474.1,,4492.199999999999,4484.900000000001,4496.599999999999,4476.6,4480.599999999999,4481.1,4487.599999999999,4500.2,4495.0,4495.9,4476.3,4493.900000000001,4483.899999999999,4502.3,4501.100000000001,,4495.5,4499.900000000001,4499.3,4505.499999999999,4493.400000000001,,4500.1,4496.0,4499.2,4510.5
2015,4433.599999999999,4355.7,4397.7,4380.599999999999,,,4404.9,,4390.599999999999,4436.199999999999,4399.1,4418.7,,4423.800000000001,4451.4,,,,,,4448.8,,4434.6,4460.700000000001,4451.3,4449.400000000001,4453.5,,4441.199999999999,4469.3,4482.9,4444.8,4440.0,4471.599999999999,4485.8,,4465.4000000000015,,4475.6,,4495.700000000001,4492.0,4455.0,4462.099999999999,4450.400000000001,4437.5,4469.3,4464.7,,4458.9,4483.300000000001,4464.700000000001,4467.999999999999,4468.099999999999,4447.9,4487.599999999999,4456.499999999999,4461.2,4449.599999999999,4474.4,,4452.1,4471.400000000001,4472.400000000001,4470.999999999999,,,4473.6,4475.8,4473.3,4486.499999999999,4481.700000000001,4476.9,,4482.5,4464.099999999999,,4472.799999999999,,4483.599999999999,4488.699999999999,4469.2,,4491.0,4496.799999999999,4480.599999999999,4478.099999999999,4474.599999999999,,4495.4,4466.299999999999,4474.499999999999,4486.9,4499.1,4492.3,4474.1,4494.199999999999,4492.199999999999,4484.900000000001,4496.599999999999,4476.6,4480.599999999999,4481.1,4487.599999999999,4500.2,4495.0,4495.9,4476.3,4493.900000000001,4483.899999999999,4502.3,4501.100000000001,4502.599999999999,4495.5,4499.900000000001,4499.3,4505.499999999999,4493.400000000001,4499.900000000001,4500.1,4496.0,4499.2,4510.5
2016,4400.7,4355.7,4397.7,4380.599999999999,,4468.300000000001,4404.9,,4387.9,4436.199999999999,4392.2,4418.7,,4423.800000000001,4451.4,,,4444.799999999999,,,4448.8,4472.6,4434.6,4460.700000000001,4451.3,4449.3,4453.5,,4441.199999999999,4469.3,4482.9,4444.8,4440.0,4471.599999999999,4474.6,,4459.7,,4475.6,,4492.2,4492.0,4455.0,4462.099999999999,4450.400000000001,4437.5,4469.3,4464.7,,4458.9,4483.300000000001,4464.700000000001,4467.999999999999,4468.099999999999,4447.9,4487.599999999999,4456.499999999999,4461.2,4449.599999999999,4474.4,4459.2,4452.1,4471.400000000001,4470.799999999999,4470.999999999999,,,4473.6,4475.8,4473.3,4486.499999999999,4481.700000000001,4476.9,,4482.5,4464.099999999999,,4472.799999999999,,4483.599999999999,4488.699999999999,4469.2,4479.5,4491.0,4496.799999999999,4475.2,4478.099999999999,4474.599999999999,,4495.4,4466.299999999999,4474.499999999999,4486.9,4499.1,4492.3,4474.1,4487.099999999999,4492.199999999999,4484.900000000001,4496.599999999999,4476.6,4480.599999999999,4481.1,4487.599999999999,4500.2,4495.0,4495.9,4476.3,4493.900000000001,4483.899999999999,4502.3,4501.100000000001,4502.599999999999,4495.5,4499.900000000001,4499.3,4505.499999999999,4493.400000000001,4498.7,4500.1,4496.0,4499.2,4510.5
2017,4384.400000000001,4355.7,4397.7,4380.599999999999,,4440.000000000001,4404.9,4429.3,4387.9,4403.5,4392.2,4418.7,,4423.800000000001,4451.4,,,4444.799999999999,4458.299999999999,4484.8,4448.8,4464.8,4434.6,4460.700000000001,4451.3,4449.3,4453.5,,4441.199999999999,4469.3,4482.9,4444.8,4440.0,4471.599999999999,4454.4,,4456.900000000001,,4475.6,4486.700000000001,4477.999999999999,4492.0,4455.0,4462.099999999999,4450.400000000001,4437.5,4469.3,4464.7,,4458.9,4483.300000000001,4464.700000000001,4467.999999999999,4468.099999999999,4447.9,4487.599999999999,4456.499999999999,4461.2,4449.599999999999,4474.4,4459.2,4452.1,4471.400000000001,4470.799999999999,4470.999999999999,,,4473.6,4475.8,4473.3,4486.499999999999,4481.700000000001,4476.9,,4482.5,4464.099999999999,,4472.799999999999,,4483.599999999999,4488.699999999999,4469.2,4479.5,4480.5,4496.799999999999,4475.2,4478.099999999999,4474.599999999999,,4495.4,4466.299999999999,4473.6,4486.9,4499.1,4492.3,4474.1,4487.099999999999,4492.199999999999,4484.900000000001,4496.599999999999,4476.6,4480.599999999999,4481.1,4487.599999999999,4500.2,4495.0,4495.9,4476.3,4493.900000000001,4483.899999999999,4502.3,4501.100000000001,4502.599999999999,4495.5,4499.900000000001,4499.3,4505.499999999999,4493.400000000001,4498.400000000001,4500.1,4496.0,4499.2,4510.5
2018,4384.400000000001,4355.7,4397.7,4380.599999999999,4458.599999999999,4424.599999999999,4404.9,4420.999999999999,4387.9,4402.8,4392.2,4418.7,,4423.800000000001,4451.4,,4475.099999999999,4444.799999999999,4452.4,4479.5,4448.8,4444.499999999999,4434.6,4460.700000000001,4451.3,4447.6,4453.5,4455.8,4441.199999999999,4469.3,4482.9,4444.8,4440.0,4471.599999999999,4454.4,,4456.900000000001,,4475.6,4469.2,4477.999999999999,4492.0,4455.0,4462.099999999999,4450.400000000001,4437.5,4469.3,4464.7,4498.100000000001,4458.9,4483.300000000001,4464.700000000001,4467.999999999999,4468.099999999999,4447.9,4484.4,4456.499999999999,4461.2,4449.599999999999,4474.4,4456.6,4452.1,4471.400000000001,4470.799999999999,4470.999999999999,4464.400000000001,,4473.6,4475.8,4473.3,4486.499999999999,4481.700000000001,4476.9,,4482.5,4464.099999999999,,4472.799999999999,,4483.599999999999,4488.699999999999,4469.2,4479.5,4480.5,4496.799999999999,4475.2,4478.099999999999,4474.599999999999,,4495.4,4466.299999999999,4473.6,4486.9,4499.1,4492.3,4474.1,4486.3,4492.199999999999,4484.900000000001,4496.599999999999,4476.6,4480.599999999999,4481.1,4487.599999999999,4500.2,4495.0,4495.9,4476.3,4493.900000000001,4483.899999999999,4502.3,4501.100000000001,4502.599999999999,4495.5,4499.900000000001,4499.3,4505.499999999999,4493.400000000001,4498.400000000001,4500.1,4496.0,4499.2,4510.5
2019,4384.400000000001,4355.7,4397.7,4380.599999999999,4418.299999999999,4407.4,4404.9,4404.800000000001,4387.9,4402.8,4392.2,4418.7,,4423.800000000001,4451.4,,4462.099999999999,4440.3,4452.4,4476.700000000001,4448.8,4444.499999999999,4434.6,4460.700000000001,4451.3,4447.6,4453.5,4455.5,4441.199999999999,4469.3,4482.9,4444.8,4440.0,4471.599999999999,4454.4,,4456.900000000001,4476.099999999999,4475.6,4469.2,4470.0,4492.0,4455.0,4462.099999999999,4450.400000000001,4437.5,4469.3,4464.7,4484.5,4458.9,4483.300000000001,4464.700000000001,4467.999999999999,4468.099999999999,4447.9,4484.4,4456.499999999999,4461.2,4449.599999999999,4474.4,4456.6,4452.1,4471.400000000001,4470.799999999999,4470.999999999999,4464.400000000001,,4473.6,4475.8,4473.3,4486.499999999999,4481.700000000001,4476.9,4476.599999999999,4482.5,4464.099999999999,4491.400000000001,4472.799999999999,,4483.599999999999,4488.699999999999,4469.2,4479.5,4480.5,4496.799999999999,4475.2,4478.099999999999,4474.599999999999,4503.699999999999,4495.4,4466.299999999999,4473.6,4486.9,4499.1,4492.3,4474.1,4486.3,4492.199999999999,4484.900000000001,4496.599999999999,4476.6,4480.599999999999,4481.1,4487.599999999999,4500.2,4495.0,4495.9,4476.3,4493.900000000001,4483.899999999999,4502.3,4501.100000000001,4502.599999999999,4495.5,4499.900000000001,4499.3,4505.499999999999,4493.400000000001,4498.400000000001,4500.1,4496.0,4499.2,4510.5
2020,4384.400000000001,4355.7,4397.7,4380.599999999999,4418.299999999999,4407.4,4404.9,4404.800000000001,4387.9,4402.8,4392.2,4418.7,,4423.800000000001,4451.4,,4462.099999999999,4440.3,4452.4,4476.700000000001,4448.8,4444.499999999999,4434.6,4460.700000000001,4451.3,4447.6,4453.5,4455.5,4441.199999999999,4469.3,4482.9,4444.8,4440.0,4471.599999999999,4454.4,,4456.900000000001,4476.099999999999,4475.6,4469.2,4470.0,4492.0,4455.0,4462.099999999999,4450.400000000001,4437.5,4469.3,4464.7,4484.5,4458.9,4483.300000000001,4464.700000000001,4467.999999999999,4468.099999999999,4447.9,4484.4,4456.499999999999,4461.2,4449.599999999999,4474.4,4456.6,4452.1,4471.400000000001,4470.799999999999,4470.999999999999,4464.400000000001,,4473.6,4475.8,4473.3,4486.499999999999,4481.700000000001,4476.9,4476.599999999999,4482.5,4464.099999999999,4491.400000000001,4472.799999999999,,4483.599999999999,4488.699999999999,4469.2,4479.5,4480.5,4496.799999999999,4475.2,4478.099999999999,4474.599999999999,4503.699999999999,4495.4,4466.299999999999,4473.6,4486.9,4499.1,4492.3,4474.1,4486.3,4492.199999999999,4484.900000000001,4496.599999999999,4476.6,4480.599999999999,4481.1,4487.599999999999,4500.2,4495.0,4495.9,4476.3,4493.900000000001,4483.899999999999,4502.3,4501.100000000001,4502.599999999999,4495.5,4499.900000000001,4499.3,4505.499999999999,4493.400000000001,4498.400000000001,4500.1,4496.0,4499.2,4510.5
2021,4384.400000000001,4355.7,4397.7,4380.599999999999,4405.999999999999,4400.2,4404.9,4404.800000000001,4387.9,4402.8,4390.2,4418.7,,4423.800000000001,4451.4,4449.299999999999,4462.099999999999,4440.3,4452.4,4441.9,4448.8,4444.499999999999,4434.6,4460.700000000001,4451.3,4447.6,4453.5,4455.5,4441.199999999999,4469.3,4482.9,4444.8,4440.0,4471.599999999999,4454.4,4476.599999999999,4456.900000000001,4457.3,4475.6,4469.2,4467.0,4492.0,4455.0,4462.099999999999,4450.400000000001,4437.5,4469.3,4464.7,4484.5,4458.9,4483.300000000001,4464.700000000001,4467.999999999999,4468.099999999999,4447.9,4477.7,4456.499999999999,4461.2,4449.599999999999,4474.4,4456.6,4452.1,4471.400000000001,4470.799999999999,4470.999999999999,4464.400000000001,,4473.6,4475.8,4473.3,4486.499999999999,4481.700000000001,4476.9,4476.599999999999,4482.5,4464.099999999999,4486.0,4472.799999999999,4486.3,4483.599999999999,4488.699999999999,4469.2,4479.5,4480.5,4496.799999999999,4475.2,4478.099999999999,4474.599999999999,4503.699999999999,4495.4,4466.299999999999,4473.6,4486.9,4499.1,4492.3,4474.1,4486.3,4492.199999999999,4484.900000000001,4496.599999999999,4476.6,4480.599999999999,4481.1,4487.599999999999,4500.2,4495.0,4495.9,4476.3,4493.900000000001,4483.899999999999,4502.3,4501.100000000001,4502.599999999999,4495.5,4499.900000000001,4499.3,4505.499999999999,4493.400000000001,4498.400000000001,4500.1,4496.0,4499.2,4510.5
2022,4384.400000000001,4355.7,4397.7,4380.599999999999,4387.599999999999,4399.2,4404.9,4404.800000000001,4387.9,4402.8,4390.2,4418.7,4450.2,4423.800000000001,4451.4,4449.299999999999,4462.099999999999,4440.3,4452.4,4438.0,4448.8,4444.499999999999,4434.6,4460.700000000001,4451.3,4447.6,4453.5,4455.5,4441.199999999999,4469.3,4482.9,4444.8,4440.0,4471.599999999999,4454.4,4457.4,4456.900000000001,4457.3,4475.6,4456.3,4457.199999999999,4492.0,4455.0,4462.099999999999,4450.400000000001,4437.5,4469.3,4464.7,4484.5,4458.9,4483.300000000001,4464.700000000001,4467.999999999999,4468.099999999999,4447.9,4477.7,4456.499999999999,4461.2,4449.599999999999,4474.4,4456.6,4452.1,4471.400000000001,4470.799999999999,4470.999999999999,4464.400000000001,4479.299999999999,4473.6,4475.8,4473.3,4486.499999999999,4481.700000000001,4476.9,4476.599999999999,4482.5,4464.099999999999,4483.2,4472.799999999999,4486.3,4483.599999999999,4488.699999999999,4469.2,4479.5,4480.5,4496.799999999999,4475.2,4478.099999999999,4474.599999999999,4503.699999999999,4495.4,4466.299999999999,4473.6,4486.9,4499.1,4492.3,4474.1,4486.3,4492.199999999999,4484.900000000001,4496.599999999999,4476.6,4480.599999999999,4481.1,4487.599999999999,4500.2,4495.0,4495.9,4476.3,4493.900000000001,4483.899999999999,4502.3,4501.100000000001,4502.599999999999,4495.5,4499.900000000001,4499.3,4505.499999999999,4493.400000000001,4498.400000000001,4500.1,4496.0,4499.2,4510.5
